Product Code,Date,Total_Sales,Organic_Sales,Ad_Sales,Total_Traffic,Organic Traffic,Ad traffic,Overall_Units,Organic_Units,Ad_Units,Ad_Impressions,Ad_Spends
B07R4W6SXD9,"May 2, 2024",450,390,0,6,6,0,3,3,0,0,0
B07PBJZ6C74,"May 2, 2024",400,378,0,14,14,0,1,1,0,30,0
B07R4WL4474,"May 2, 2024",440,374,0,10,10,0,4,4,0,0,0
B07F5RZWH46,"May 2, 2024",400,359,0,68,68,0,1,1,0,0,0
B07R3YRKXM3,"May 2, 2024",430,352,0,7,7,0,2,2,0,23,0
B08DNYNV919,"May 2, 2024",400,338,0,4,4,0,2,2,0,0,0
B07F5TV8YM2,"May 2, 2024",450,320,0,11,11,0,1,1,0,0,0
B07R4TK5RB7,"May 2, 2024",320,320,0,4,4,0,2,2,0,0,0
B07R4WHFG21,"May 2, 2024",350,320,0,11,11,0,2,2,0,0,0
B07P8FPB576,"May 2, 2024",320,320,0,5,5,0,2,2,0,6,0
B07P9K24MW1,"May 2, 2024",400,281,0,2,2,0,2,2,0,0,0
B07R4V5NBR5,"May 2, 2024",265,249,0,14,14,0,1,1,0,0,0
B07R3JKC418,"May 2, 2024",260,241,0,4,4,0,2,2,0,0,0
B07R4V5W3K9,"May 2, 2024",250,200,0,0,0,0,2,2,0,0,0
B07PBLHPN85,"May 2, 2024",275,200,0,101,100.11,0.89,1,1,0,28,6
B07R4TQ4362,"May 2, 2024",230,160,0,6,6,0,1,1,0,0,0
B07R3ZFCZ48,"May 2, 2024",160,140,0,8,8,0,1,1,0,24,0
B07M7DRML55,"May 2, 2024",85,71,0,2,2,0,1,1,0,0,0
B07F5LYY254,"May 2, 2024",80,71,0,1,1,0,1,1,0,0,0
B07MJBYM6K2,"May 2, 2024",0,0,0,0,0,0,0,0,0,0,0
B0865X9LPW4,"May 2, 2024",0,0,0,1,1,0,0,0,0,0,0
B07P8FP4MP7,"May 2, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R3JL7Q51,"May 2, 2024",0,0,0,4,4,0,0,0,0,0,0
B009YQC4FK4,"May 2, 2024",0,0,0,1,1,0,0,0,0,0,0
B07R3WLK685,"May 2, 2024",0,0,0,0,0,0,0,0,0,27,0
B07MJBYPSF2,"May 2, 2024",0,0,0,2,2,0,0,0,0,0,0
B07P9H3FDJ2,"May 2, 2024",0,0,0,2,2,0,0,0,0,0,0
B07R3ZHFZL8,"May 2, 2024",0,0,0,3,3,0,0,0,0,0,0
B07R3ZHZDL4,"May 2, 2024",0,0,0,17,17,0,0,0,0,7,0
B07MJBYT973,"May 2, 2024",0,0,0,19,19,0,0,0,0,0,0
B07MMMSXP62,"May 2, 2024",0,0,0,0,0,0,0,0,0,0,0
B07PBHV6TJ8,"May 2, 2024",0,0,0,0,0,0,0,0,0,0,0
B07HKF39CM8,"May 2, 2024",0,0,0,141,103.99,37.01,0,0,0,"8,551",206
B07R4TTH217,"May 2, 2024",0,0,0,1,1,0,0,0,0,0,0
B07R4TV4SF5,"May 2, 2024",0,0,0,1,1,0,0,0,0,0,0
B07P6CCGTN8,"May 2, 2024",0,0,0,4,4,0,0,0,0,0,0
B07PBKKPWY7,"May 2, 2024",0,0,0,1,1,0,0,0,0,0,0
B07HZCYKFM1,"May 2, 2024",0,0,0,9,9,0,0,0,0,0,0
B07R4WBMSW6,"May 2, 2024",0,0,0,1,1,0,0,0,0,1,0
B07PBKLTVD4,"May 2, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4WHFMS2,"May 2, 2024",0,0,0,1,1,0,0,0,0,0,0
B07PCP8B881,"May 2, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4WMQ6R3,"May 2, 2024",0,0,0,2,2,0,0,0,0,0,0
B07P8FLW976,"May 2, 2024",0,0,0,0,0,0,0,0,0,0,0
B07P8FKBNZ3,"May 2, 2024",0,0,0,0,0,0,0,0,0,0,0
B07HZNLDVV8,"May 2, 2024",0,0,0,4,4,0,0,0,0,0,0
B07PHYB62D6,"May 2, 2024",0,0,0,0,0,0,0,0,0,0,0
B07P8FM88R7,"May 2, 2024",0,0,0,12,12,0,0,0,0,0,0
B07R4X6FDG1,"May 2, 2024",0,0,0,0,0,0,0,0,0,0,0
B07MSPG7NJ4,"May 2, 2024",0,0,0,7,7,0,0,0,0,0,0
B07P6CD2JZ5,"May 2, 2024",0,0,0,7,7,0,0,0,0,20,0
B07R4VBSL39,"May 2, 2024",0,0,0,1,1,0,0,0,0,0,0
B07P6CCH3R5,"May 2, 2024",0,0,0,6,6,0,0,0,0,0,0
B07MSPKHCC7,"May 2, 2024",0,0,0,7,7,0,0,0,0,18,0
B07P8FNBST4,"May 2, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R3JJYZP6,"May 2, 2024",0,0,0,1,1,0,0,0,0,0,0
B07P8FNG1B5,"May 2, 2024",0,0,0,3,3,0,0,0,0,9,0
B07CGSNRC16,"May 2, 2024",0,0,0,6,6,0,0,0,0,2,0
B07F5LPDV79,"May 2, 2024",0,0,0,10,10,0,0,0,0,0,0
B0827TGG5S7,"May 2, 2024",0,0,0,0,0,0,0,0,0,0,0
B07HZPSGFT6,"May 2, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4WYM3D7,"May 2, 2024",-158.1,-166,0,5,5,0,-1,-1,0,0,0
B07R4WMZB37,"May 2, 2024",-243.8,-256,0,9,9,0,-2,-2,0,0,0
B07MQ635T34,"May 2, 2024",-571.43,-600,0,66,65.15,0.85,-1,-1,0,149,11
B07F5NCTN28,"May 3, 2024","53,200","28,942","8,662","1,346","1,011.89",334.11,152,116,36,"60,067","8,328"
B07F5M62172,"May 3, 2024","26,600","21,462",0,"1,011",990.28,20.72,95,95,0,"3,883",212
B07R3ZKB7D8,"May 3, 2024","23,920","15,818","4,594",540,470.07,69.93,52,35.32,16.68,"17,754","1,836"
B07R4XJ3HY1,"May 3, 2024","18,000","-1,002","15,402",303,185.22,117.78,30,-14,44,"17,564","2,777"
B07P6CBN1W6,"May 3, 2024","11,625","7,070","3,160",200,138.94,61.06,31,20,11,"20,030",874
B07P8FP14D3,"May 3, 2024","11,160","6,300","3,620",767,584.04,182.96,62,39,23,"20,298","1,236"
B009YQB4ZG7,"May 3, 2024","9,900","6,966","1,992",145,133.78,11.22,18,14,4,"1,813",63
B07PCPQ57N6,"May 3, 2024","11,520","3,876","4,765",240,177.78,62.22,24,7,17,"9,101",957
B07F5LZHVL1,"May 3, 2024","9,660","8,416",0,198,197.12,0.88,42,42,0,118,5
B07PBMCH2H1,"May 3, 2024","9,240","2,077","6,260",269,171.84,97.16,22,-3,25,"17,066","1,077"
B07HZR2CH33,"May 3, 2024","9,180","6,363","1,818",132,111.29,20.71,27,21,6,"4,591",243
B07MQ63G912,"May 3, 2024","9,800","7,840",0,146,141.71,4.29,14,14,0,"1,271",15
B07MSNKFY56,"May 3, 2024","8,625","5,750","1,476",122,85.22,36.78,23,18,5,"7,604",375
B07P9K4G8C2,"May 3, 2024","9,400","5,372","1,428",137,104.6,32.4,20,14,6,"5,712",455
B07PBJNS5X9,"May 3, 2024","7,500","1,479","4,831",198,117.78,80.22,30,12,18,"14,616","3,855"
B07MC4NLVL3,"May 3, 2024","8,450","6,253",0,48,48,0,13,13,0,162,0
B07R3ZKHYQ9,"May 3, 2024","7,560","1,237","4,811",187,136.41,50.59,42,10.74,31.26,"5,518",579
B07HZPSGFS1,"May 3, 2024","5,400","5,400",0,22,22,0,6,6,0,0,0
B07MC4N9Z46,"May 3, 2024","6,840",657,"4,491",451,346.38,104.62,36,11,25,"15,360","1,268"
B07MQ635T34,"May 3, 2024","5,200","4,800",0,43,43,0,8,8,0,155,0
B0823RGLLS2,"May 3, 2024","5,200","2,690","1,149",66,46.03,19.97,10,7,3,"6,379",285
B07R3ZJRTX8,"May 3, 2024","4,275","1,993","1,475",107,92.09,14.91,19,11,8,"1,198",92
B07MQ635T45,"May 3, 2024","4,030","2,090","1,310",200,168.1,31.9,13,7,6,"6,650",291
B07R4WTRN21,"May 3, 2024","4,840","2,936",0,100,98.18,1.82,11,11,0,254,18
B07P8FN6T23,"May 3, 2024","2,880","1,621","1,259",160,119.79,40.21,12,7,5,"7,992",301
B07R3ZJTTQ6,"May 3, 2024","3,770","2,860",0,23,23,0,13,13,0,77,0
B0DNMQVKFL5,"May 3, 2024","4,920","1,020","1,682",161,122.75,38.25,12,3.69,8.31,"12,849",734
B07MC4N1WR6,"May 3, 2024","3,040",828,"1,756",116,82.32,33.68,19,9,10,"3,821",246
B0827TD1548,"May 3, 2024","3,360","2,560",0,31,31,0,16,16,0,244,0
B07CGNCPKT6,"May 3, 2024","3,240",522,"1,890",215,133.05,81.95,12,4,8,"24,655","1,374"
B07P8FP3MN7,"May 3, 2024","2,580","2,400",0,15,15,0,6,6,0,13,0
B009XH17FS7,"May 3, 2024","2,450","1,390",941,37,21.86,15.14,7,4,3,"4,743",143
B07F5M3K1Y9,"May 3, 2024","2,520","1,110","1,083",64,41.51,22.49,14,9,5,"5,327",314
B07F5RZWH46,"May 3, 2024","2,400","2,153",0,91,91,0,6,6,0,0,0
B07R3TV8M37,"May 3, 2024","2,640","1,992",0,139,139,0,12,12,0,0,0
B07MFQQJ329,"May 3, 2024","2,100","1,950",0,18,18,0,3,3,0,0,0
B07MQ62RNX6,"May 3, 2024","2,200",504,"1,388",57,34.02,22.98,11,4,7,"7,758",136
B07MQ62Z8H9,"May 3, 2024","2,340","1,800",0,72,71.09,0.91,12,12,0,46,5
B07P8FPC3Y2,"May 3, 2024","1,960","1,750",0,14,14,0,14,14,0,0,0
B07P6CD2JZ5,"May 3, 2024","1,560","1,560",0,8,8,0,12,12,0,101,0
B07PBJCK8T6,"May 3, 2024","1,650","1,500",0,42,42,0,6,6,0,0,0
B07SD4XCWV5,"May 3, 2024","1,750","1,468",0,51,50.09,0.91,10,10,0,975,2
B07MJBYT973,"May 3, 2024","1,600","1,210",0,21,21,0,8,8,0,0,0
B07HKF39CM8,"May 3, 2024","1,500","1,038",160,180,149.4,30.6,1,0,1,"8,668",134
B07P79D4LX8,"May 3, 2024","1,200","1,140",0,40,37.27,2.73,10,10,0,365,40
B07R4VDDG12,"May 3, 2024","1,380","1,140",0,48,42.86,5.14,6,6,0,261,70
B07R4WMZB37,"May 3, 2024","1,080","1,024",0,15,15,0,8,8,0,0,0
B07R4W54L84,"May 3, 2024","1,100",974,0,3,3,0,11,11,0,0,0
B07R4VLZ379,"May 3, 2024","1,020",966,0,84,83.08,0.92,6,6,0,54,4
B07P8LWZ3L1,"May 3, 2024","1,020",900,0,29,29,0,2,2,0,0,0
B009YF17KE8,"May 3, 2024","1,000",880,0,10,10,0,2,2,0,19,0
B009YQC4FK4,"May 3, 2024","1,000",860,0,1,1,0,2,2,0,0,0
B07PBJTHK76,"May 3, 2024","1,100",850,0,40,39.09,0.91,5,5,0,232,2
B07R3ZFCZ48,"May 3, 2024",960,840,0,16,15.06,0.94,6,6,0,181,2
B07R3ZJHJ37,"May 3, 2024","1,020",558,279,31,26.3,4.7,6,4,2,329,55
B07PBLHPN85,"May 3, 2024","1,100",800,0,96,96,0,4,4,0,104,0
B07P9H4S9P5,"May 3, 2024",800,800,0,21,21,0,4,4,0,260,0
B07HZCYKFM1,"May 3, 2024",800,750,0,24,24,0,1,1,0,0,0
B07R4WHFG21,"May 3, 2024",700,640,0,23,23,0,4,4,0,0,0
B07MJBYPSF2,"May 3, 2024",650,626,0,0,0,0,1,1,0,0,0
B07HZNLDVV8,"May 3, 2024",720,600,0,11,11,0,2,2,0,0,0
B07MLXCYC83,"May 3, 2024",650,600,0,20,19.09,0.91,1,1,0,125,8
B07PBHHXZG5,"May 3, 2024",800,-200,800,8,7.2,0.8,2,-1,3,114,1
B07R3JJGYW2,"May 3, 2024",620,590,0,16,16,0,2,2,0,0,0
B07HZN2SSH2,"May 3, 2024",600,550,0,21,21,0,1,1,0,0,0
B07R4XV29D2,"May 3, 2024",660,540,0,8,8,0,4,4,0,0,0
B009YQ9AYI7,"May 3, 2024",600,521,0,15,15,0,1,1,0,0,0
B07R4W6SXD9,"May 3, 2024",600,520,0,9,9,0,4,4,0,0,0
B07R3ZJDZ11,"May 3, 2024",600,520,0,5,5,0,4,4,0,0,0
B07HZQPP737,"May 3, 2024",650,516,0,3,3,0,1,1,0,0,0
B07R4TV4SF5,"May 3, 2024",450,473,0,4,4,0,3,3,0,0,0
B07MFQQJ297,"May 3, 2024",560,460,0,15,15,0,4,4,0,27,0
B07CGSNRC16,"May 3, 2024",500,450,0,9,9,0,1,1,0,1,0
B07R3ZHFZL8,"May 3, 2024",450,449,0,5,5,0,1,1,0,0,0
B07P9K24MW1,"May 3, 2024",600,422,0,4,4,0,3,3,0,0,0
B07P9K4N5W2,"May 3, 2024",550,410,0,23,23,0,2,2,0,0,0
B07P6CCH3R5,"May 3, 2024",400,396,0,4,4,0,2,2,0,0,0
B07PBJZ6C74,"May 3, 2024",400,378,0,11,11,0,1,1,0,35,0
B07M7DR8HR2,"May 3, 2024",380,362,0,20,19.41,0.59,2,2,0,181,2
B07R3YRKXM3,"May 3, 2024",430,352,0,10,10,0,2,2,0,71,0
B07P8FNG1B5,"May 3, 2024",340,340,0,1,0.67,0.33,2,2,0,22,1
B07R4TQ4362,"May 3, 2024",460,320,0,12,12,0,2,2,0,0,0
B07R3WLK685,"May 3, 2024",360,298,0,8,8,0,2,2,0,33,0
B07R3JL7Q51,"May 3, 2024",310,294,0,4,4,0,2,2,0,0,0
B07R3ZHZDL4,"May 3, 2024",300,240,0,20,20,0,2,2,0,10,0
B07P9K4XCL2,"May 3, 2024",245,225,0,4,4,0,1,1,0,6,0
B07MJBYFQY9,"May 3, 2024",250,-288,505,47,31.86,15.14,1,-2,3,"9,970",175
B0855D88PV4,"May 3, 2024",225,-425,576,35,22.54,12.46,1,-2.2,3.2,"3,566",117
B07R4XJ54H2,"May 3, 2024",100,89,0,32,32,0,1,1,0,0,0
B08DNYNV919,"May 3, 2024",0,0,0,0,0,0,0,0,0,0,0
B0865X9LPW4,"May 3, 2024",0,0,0,4,4,0,0,0,0,0,0
B07MJBYM6K2,"May 3, 2024",0,0,0,0,0,0,0,0,0,0,0
B07P8FP4MP7,"May 3, 2024",0,0,0,1,1,0,0,0,0,0,0
B07P8FPB576,"May 3, 2024",0,0,0,0,0,0,0,0,0,18,0
B07R3JKMJN5,"May 3, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R3Z6VZ54,"May 3, 2024",0,0,0,2,2,0,0,0,0,0,0
B07P9H3FDJ2,"May 3, 2024",0,0,0,1,1,0,0,0,0,0,0
B07MJBYPSW5,"May 3, 2024",0,0,0,0,0,0,0,0,0,0,0
B07PBHV6TJ8,"May 3, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4TTH217,"May 3, 2024",0,0,0,0,0,0,0,0,0,0,0
